nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT02484547,"ClinicalTrials.gov processed this data on January 31, 2020",2015-06-18,,,2019-11-07,2015-06-26,2015-06-29,Estimate,,,,,,,2019-11-07,2019-11-12,Actual,"September 30, 2015",Actual,2015-09-30,November 2019,2019-11-30,"August 5, 2019",Actual,2019-08-05,"August 5, 2019",Actual,2019-08-05,,Interventional,EMERGE,,221AD302 Phase 3 Study of Aducanumab (BIIB037) in Early Alzheimer's Disease,"A Phase 3 Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Aducanumab (BIIB037) in Subjects With Early Alzheimer's Disease",Terminated,,Phase 3,1638,Actual,Biogen,,2,,"Study was discontinued based on futility analysis done and not based on safety concerns.
    Follow-up visits and closing out study activities are completed",False,,,,True,,,,,,,,,,,,,2020-02-01 11:25:35.474212,2020-02-01 11:25:35.474212,Biogen,Industry,Aducanumab (BIIB037),Drug
NCT03486938,"ClinicalTrials.gov processed this data on February 06, 2020",2018-03-28,,,2020-01-31,2018-04-02,2018-04-03,Actual,,,,,,,2020-01-31,2020-02-05,Actual,"January 15, 2019",Actual,2019-01-15,January 2020,2020-01-31,November 2022,Anticipated,2022-11-30,November 2021,Anticipated,2021-11-30,,Interventional,HOPE4MCI,,Study of AGB101 in Mild Cognitive Impairment Due to Alzheimer's Disease,"A Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of AGB101on Slowing Progression of Mild Cognitive Impairment Due to Alzheimer's Disease",Recruiting,,Phase 3,830,Anticipated,AgeneBio,,2,,,False,,,,True,True,False,,,,,,,,,No,,2020-02-07 06:03:07.574413,2020-02-07 06:03:07.574413,AgeneBio,Industry,AGB101 220 mg tablet,Drug
NCT02221622,"ClinicalTrials.gov processed this data on January 31, 2020",2014-07-02,,,2019-07-02,2014-08-18,2014-08-20,Estimate,,,,,,,2019-07-02,2019-07-05,Actual,August 2014,,2014-08-31,May 2018,2018-05-31,February 2018,Actual,2018-02-28,February 2018,Actual,2018-02-28,,Interventional,Allo,,Allopregnanolone for Mild Cognitive Impairment Due to Alzheimer's Disease or Mild AD,Allopregnanolone Regenerative Therapeutic for MCI/AD: Dose Finding Phase 1,Completed,,Phase 1,24,Actual,University of Southern California,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 12:24:27.622064,2020-02-01 12:24:27.622064,University of Southern California,Other,Allopregnanolone injection (intravenous solution),Drug
NCT04157712,"ClinicalTrials.gov processed this data on January 31, 2020",2019-11-04,,,2019-11-15,2019-11-06,2019-11-08,Actual,,,,,,,2019-11-15,2019-11-19,Actual,"September 26, 2015",Actual,2015-09-26,November 2019,2019-11-30,"July 4, 2016",Actual,2016-07-04,"July 4, 2016",Actual,2016-07-04,,Interventional,,,Multiple Ascending Dose Study of ALZ-801,"A Phase I, Single Centre, Double-Blind, Placebo-Controlled Study of the Safety, Tolerability and Pharmacokinetics in Plasma and Urine of Multiple Ascending Doses of ALZ-801 in Healthy Elderly Subjects",Completed,,Phase 1,48,Actual,Alzheon Inc.,,4,,,False,,,,False,True,False,,,False,,,,,,No,,2020-02-01 06:32:20.379077,2020-02-01 06:32:20.379077,Alzheon Inc.,Industry,ALZ-801 or matching placebo,Drug
NCT02547818,"ClinicalTrials.gov processed this data on January 31, 2020",2015-09-10,,,2019-12-04,2015-09-10,2015-09-11,Estimate,,,,,,,2019-12-04,2019-12-05,Actual,September 2015,Actual,2015-09-30,July 2019,2019-07-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,,Interventional,COGNITE,,Safety and Efficacy Study of ALZT-OP1 in Subjects With Evidence of Early Alzheimer's Disease,A Phase III Safety and Efficacy Study of ALZT-OP1 in Subjects With Evidence of Early Alzheimer's Disease,"Active, not recruiting",,Phase 3,620,Actual,"AZTherapies, Inc.",,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 11:10:48.336799,2020-02-01 11:10:48.336799,"AZTherapies, Inc.",Industry,ALZT-OP1a,Drug
NCT02547818,"ClinicalTrials.gov processed this data on January 31, 2020",2015-09-10,,,2019-12-04,2015-09-10,2015-09-11,Estimate,,,,,,,2019-12-04,2019-12-05,Actual,September 2015,Actual,2015-09-30,July 2019,2019-07-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,,Interventional,COGNITE,,Safety and Efficacy Study of ALZT-OP1 in Subjects With Evidence of Early Alzheimer's Disease,A Phase III Safety and Efficacy Study of ALZT-OP1 in Subjects With Evidence of Early Alzheimer's Disease,"Active, not recruiting",,Phase 3,620,Actual,"AZTherapies, Inc.",,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 11:10:48.336799,2020-02-01 11:10:48.336799,"AZTherapies, Inc.",Industry,ALZT-OP1b,Drug
NCT03533257,"ClinicalTrials.gov processed this data on January 31, 2020",2018-04-30,,,2020-01-15,2018-05-10,2018-05-23,Actual,,,,,,,2020-01-15,2020-01-18,Actual,"August 27, 2018",Actual,2018-08-27,January 2020,2020-01-31,"September 1, 2020",Anticipated,2020-09-01,"July 1, 2020",Anticipated,2020-07-01,,Interventional,PEGASUS,,Study to Assess the Safety and Biological Activity of AMX0035 for the Treatment of Alzheimer's Disease,"Phase II Study to Assess the Safety, Tolerability, and Target Engagement of AMX0035, a Fixed Combination of Sodium Phenylbutyrate and Tauroursodeoxycholic Acid for the Treatment of Alzheimer's Disease",Recruiting,,Phase 2,100,Anticipated,Amylyx Pharmaceuticals Inc.,,2,,,,,,,False,True,False,,,,,,,,,Undecided,,2020-02-01 08:04:53.807069,2020-02-01 08:04:53.807069,Amylyx Pharmaceuticals Inc.,Industry,AMX0035,Drug
NCT03806478,"ClinicalTrials.gov processed this data on January 31, 2020",2019-01-04,,,2019-01-15,2019-01-15,2019-01-16,Actual,,,,,,,2019-01-15,2019-01-16,Actual,June 2021,Anticipated,2021-06-30,January 2019,2019-01-31,December 2022,Anticipated,2022-12-31,September 2022,Anticipated,2022-09-30,,Interventional,,,Study of APH-1105 in Patients With Mild to Moderate Alzheimer's Disease,"Safety, Tolerability and Efficacy Assessment of Intranasal Nanoparticles of APH-1105, A Novel Alpha Secretase Modulator For Mild to Moderate Cognitive Impairment Due to Alzheimer's Disease(AD)",Not yet recruiting,,Phase 2,60,Anticipated,Aphios,,4,,,False,,,,True,False,False,,,True,,,,,,No,,2020-02-01 07:23:10.105396,2020-02-01 07:23:10.105396,Aphios,Industry,APH-1105,Drug
NCT03625622,"ClinicalTrials.gov processed this data on January 31, 2020",2018-08-08,,,2019-03-28,2018-08-08,2018-08-10,Actual,,,,,,,2019-03-28,2019-04-01,Actual,"January 15, 2019",Actual,2019-01-15,March 2019,2019-03-31,"August 1, 2020",Anticipated,2020-08-01,"June 1, 2020",Anticipated,2020-06-01,,Interventional,,,Efficacy and Safety of 26-Week Treatment of AR1001 in Patients With Mild to Moderate Alzheimer's Disease,"A Double-Blind, Randomized, Placebo-Controlled Study to Evaluate Efficacy and Safety of 26-Week Treatment of AR1001 in Patients With Mild to Moderate Alzheimer's Disease",Recruiting,,Phase 2,210,Anticipated,"AriBio Co., Ltd.",,3,,,,,,,False,True,False,,,,,,,,,,,2020-02-01 07:50:16.488873,2020-02-01 07:50:16.488873,"AriBio Co., Ltd.",Industry,AR1001,Drug
NCT01438060,"ClinicalTrials.gov processed this data on January 31, 2020",2011-09-02,2012-02-01,,2013-11-07,2011-09-20,2011-09-21,Estimate,2012-02-01,2012-03-05,Estimate,,,,2013-11-07,2013-12-02,Estimate,August 2000,,2000-08-31,November 2013,2013-11-30,July 2010,Actual,2010-07-31,July 2010,Actual,2010-07-31,,Interventional,,,Aripiprazole in the Treatment of Patients With Psychosis Associated With Dementia of Alzheimer's Type,"A Multicenter, Randomized, Double-Blind, Placebo Controlled Flexible Dose Study of Aripiprazole in the Treatment of Patients With Psychosis Associated With Dementia of Alzheimer's Type",Completed,,Phase 3,232,Actual,"Otsuka Pharmaceutical Development & Commercialization, Inc.","Limitations of the study, such as early termination leading to small numbers of subjects analyzed and technical problems with measurement leading to unreliable or uninterpretable data",2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 15:46:23.659143,2020-02-01 15:46:23.659143,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Industry,Aripiprazole (BMS-337039),Drug
NCT01406145,"ClinicalTrials.gov processed this data on January 31, 2020",2011-07-06,,,2019-01-28,2011-07-28,2011-08-01,Estimate,,,,,,,2019-01-28,2019-01-30,Actual,"June 16, 2011",Actual,2011-06-16,January 2019,2019-01-31,"November 4, 2011",Actual,2011-11-04,"November 4, 2011",Actual,2011-11-04,,Interventional,,,A Study of the Safety and Tolerability of ASP0777 in Subjects With Alzheimer's Disease (AD) Taking a Stable Dose of Donepezil,"A Phase 1b, Multicenter, Double-Blind, Randomized, Placebo-Controlled, Sequential Dose Study of the Safety and Tolerability of ASP0777 in Subjects With Alzheimer's Disease on Donepezil",Completed,,Phase 1,60,Actual,Astellas Pharma Inc,,4,,,False,,,,False,,,,,,,,Access to participant level data is offered to researchers after publication of the primary manuscript (if applicable) and is available as long as Astellas has legal authority to provide the data.,"Researchers must submit a proposal to conduct a scientifically relevant analysis of the study data. The research proposal is reviewed by an Independent Research Panel. If the proposal is approved, access to the study data is provided in a secure data sharing environment after receipt of a signed Data Sharing Agreement.",https://www.clinicalstudydatarequest.com/,Yes,"Access to anonymized individual participant level data collected during the trial, in addition to study-related supporting documentation, is planned for trials conducted with approved product indications and formulations, as well as compounds terminated during development. Conditions and exceptions are described under the Sponsor Specific Details for Astellas on www.clinicalstudydatarequest.com.",2020-02-01 15:54:20.292494,2020-02-01 15:54:20.292494,Astellas Pharma Inc,Industry,ASP0777,Drug
NCT03117738,"ClinicalTrials.gov processed this data on January 31, 2020",2017-04-10,,,2019-12-30,2017-04-12,2017-04-18,Actual,,,,,,,2019-12-30,2020-01-02,Actual,"April 3, 2017",Actual,2017-04-03,December 2019,2019-12-31,"June 26, 2019",Actual,2019-06-26,"January 30, 2019",Actual,2019-01-30,,Interventional,,,A Study to Evaluate the Safety and Efficacy of AstroStem in Treatment of Alzheimer's Disease,"A Phase 1/2, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of AstroStem, Autologous Adipose Tissue Derived Mesenchymal Stem Cells, in Patients With Alzheimer's Disease",Completed,,Phase 1/Phase 2,21,Actual,Nature Cell Co. Ltd.,,2,,,False,,,,False,True,False,,,,,,,,,Undecided,,2020-02-01 09:16:10.503546,2020-02-01 09:16:10.503546,Nature Cell Co. Ltd.,Industry,AstroStem,Drug
NCT00890890,"ClinicalTrials.gov processed this data on January 31, 2020",2009-04-29,,2015-09-23,2015-09-23,2009-04-29,2009-04-30,Estimate,,,,2015-09-23,2015-10-12,Estimate,2015-09-23,2015-10-12,Estimate,May 2009,,2009-05-31,September 2015,2015-09-30,July 2013,Actual,2013-07-31,July 2013,Actual,2013-07-31,,Interventional,,,"A Multicenter, Double Blind, Placebo-Controlled, Safety and Tolerability Study of BMS-708163 in Patients With Prodromal Alzheimer's Disease","Multicenter, Randomized, Double-Blind, Placebo-Controlled Study of the Safety, Tolerability, Pharmacodynamic and Pharmacokinetic Effects of BMS-708163 in the Treatment of Patients With Prodromal Alzheimer's Disease",Terminated,,Phase 2,263,Actual,Bristol-Myers Squibb,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:27:25.082950,2020-02-01 18:27:25.082950,Bristol-Myers Squibb,Industry,Avagacestat,Drug
NCT02442765,"ClinicalTrials.gov processed this data on January 31, 2020",2015-05-11,,,2019-03-04,2015-05-11,2015-05-13,Estimate,,,,,,,2019-03-04,2019-03-06,Actual,September 2015,,2015-09-30,March 2019,2019-03-31,"February 27, 2019",Actual,2019-02-27,"January 30, 2019",Actual,2019-01-30,,Interventional,,,"Efficacy, Safety and Tolerability of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type","A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Assess the Efficacy, Safety, and Tolerability of AVP-786 (Deuterated [d6]-Dextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",Completed,,Phase 3,410,Actual,Avanir Pharmaceuticals,,3,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 11:35:00.526050,2020-02-01 11:35:00.526050,Avanir Pharmaceuticals,Industry,AVP-786,Drug
NCT02442778,"ClinicalTrials.gov processed this data on January 31, 2020",2015-05-11,,,2019-10-13,2015-05-11,2015-05-13,Estimate,,,,,,,2019-10-13,2019-10-15,Actual,September 2015,,2015-09-30,October 2019,2019-10-31,"September 9, 2019",Actual,2019-09-09,"August 14, 2019",Actual,2019-08-14,,Interventional,,,"Efficacy, Safety, and Tolerability of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type","A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Assess the Efficacy, Safety, and Tolerability of AVP-786 (Deuterated [d6]-Dextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type.",Completed,,Phase 3,522,Actual,Avanir Pharmaceuticals,,3,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 11:34:59.205605,2020-02-01 11:34:59.205605,Avanir Pharmaceuticals,Industry,AVP-786,Drug
NCT02446132,"ClinicalTrials.gov processed this data on January 31, 2020",2015-05-11,,,2020-01-24,2015-05-14,2015-05-18,Estimate,,,,,,,2020-01-24,2020-01-27,Actual,December 2015,,2015-12-31,January 2020,2020-01-31,June 2022,Anticipated,2022-06-30,June 2022,Anticipated,2022-06-30,,Interventional,,,"Long Term, Extension Study of the Safety and Efficacy of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type","A Phase 3, Multicenter, Long Term, Extension Study of the Safety and Efficacy of AVP-786 (Deuterated [d6] Dextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",Recruiting,,Phase 3,1000,Anticipated,Avanir Pharmaceuticals,,3,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 11:34:14.339484,2020-02-01 11:34:14.339484,Avanir Pharmaceuticals,Industry,AVP-786,Drug
NCT03393520,"ClinicalTrials.gov processed this data on January 31, 2020",2018-01-03,,,2020-01-24,2018-01-03,2018-01-08,Actual,,,,,,,2020-01-24,2020-01-27,Actual,"October 13, 2017",Actual,2017-10-13,January 2020,2020-01-31,June 2021,Anticipated,2021-06-30,June 2021,Anticipated,2021-06-30,,Interventional,,,"Assessment of the Efficacy, Safety, and Tolerability of AVP-786 (Deudextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type","A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-design Study to Assess the Efficacy, Safety, and Tolerability of AVP-786 (Deudextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",Recruiting,,Phase 3,412,Anticipated,Avanir Pharmaceuticals,,3,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 08:27:50.083519,2020-02-01 08:27:50.083519,Avanir Pharmaceuticals,Industry,AVP-786,Drug
NCT01584440,"ClinicalTrials.gov processed this data on January 31, 2020",2012-04-23,,2018-01-08,2018-01-08,2012-04-24,2012-04-25,Estimate,,,,2018-01-08,2018-01-11,Actual,2018-01-08,2018-01-11,Actual,June 2012,,2012-06-30,January 2018,2018-01-31,September 2014,Actual,2014-09-30,July 2014,Actual,2014-07-31,,Interventional,,,"Efficacy, Safety and Tolerability Study of AVP-923 (Dextromethorphan/Quinidine) for Treatment of Symptoms of Agitation in Alzheimer's Patients","A Phase 2, Randomized, Double-dummy, Double-blind, Placebo-controlled Study to Assess the Efficacy, Safety and Tolerability of AVP-923 (Dextromethorphan/Quinidine) for the Treatment of Symptoms of Agitation in Patients With Alzheimer's Disease.",Completed,,Phase 2,220,Actual,Avanir Pharmaceuticals,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 15:08:45.066700,2020-02-01 15:08:45.066700,Avanir Pharmaceuticals,Industry,AVP-923 (dextromethorphan/quinidine),Drug
NCT02167256,"ClinicalTrials.gov processed this data on January 31, 2020",2014-06-12,2019-06-19,,2019-07-25,2014-06-16,2014-06-19,Estimate,2019-07-25,2019-08-14,Actual,,,,2019-07-25,2019-08-14,Actual,December 2014,Actual,2014-12-31,July 2019,2019-07-31,"February 27, 2018",Actual,2018-02-27,"February 27, 2018",Actual,2018-02-27,,Interventional,,,"A Phase IIa Multi-Center Study of 18F-FDG PET, Safety, and Tolerability of AZD0530 in Mild Alzheimer's Disease","A Phase IIa Multi-Center Study of 18F-FDG PET, Safety, and Tolerability of AZD0530 in Mild Alzheimer's Disease",Completed,,Phase 2,159,Actual,Yale University,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 12:37:40.784913,2020-02-01 12:37:40.784913,Yale University,Other,AZD0530 100mg daily,Drug
NCT02167256,"ClinicalTrials.gov processed this data on January 31, 2020",2014-06-12,2019-06-19,,2019-07-25,2014-06-16,2014-06-19,Estimate,2019-07-25,2019-08-14,Actual,,,,2019-07-25,2019-08-14,Actual,December 2014,Actual,2014-12-31,July 2019,2019-07-31,"February 27, 2018",Actual,2018-02-27,"February 27, 2018",Actual,2018-02-27,,Interventional,,,"A Phase IIa Multi-Center Study of 18F-FDG PET, Safety, and Tolerability of AZD0530 in Mild Alzheimer's Disease","A Phase IIa Multi-Center Study of 18F-FDG PET, Safety, and Tolerability of AZD0530 in Mild Alzheimer's Disease",Completed,,Phase 2,159,Actual,Yale University,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 12:37:40.784913,2020-02-01 12:37:40.784913,Yale University,Other,AZD0530 125mg daily,Drug
NCT00501111,"ClinicalTrials.gov processed this data on January 31, 2020",2007-07-12,,,2014-07-22,2007-07-12,2007-07-13,Estimate,,,,,,,2014-07-22,2014-07-23,Estimate,July 2007,,2007-07-31,July 2014,2014-07-31,August 2008,Actual,2008-08-31,August 2008,Actual,2008-08-31,,Interventional,Sirocco,,Proof of Concept Study of Cognitive Improvement in Patients With Alzheimer's Disease,"A Multi-centre, Double-blind, Double-dummy, Placebo Controlled Parallel Group Randomized Phase IIb Proof of Concept Study With 3 Oral Dose Groups of AZD3480 or Donepezil During 12 Weeks Treatment in Patients With Alzheimer's Disease",Completed,,Phase 2,659,Actual,AstraZeneca,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 20:24:11.554357,2020-02-01 20:24:11.554357,AstraZeneca,Industry,AZD3480,Drug
